30000 30000
5072 14286 1073741823
22175 28726 1073741823
2374 11908 1073741823
21646 23603 1073741823
22508 23055 1073741823
27458 29538 1073741823
28424 28693 1073741823
4428 25594 1073741823
10500 21245 1073741823
24807 25804 1073741823
22042 24112 1073741823
12591 26257 1073741823
13392 29124 1073741823
20365 21131 1073741823
5270 19730 1073741823
28022 29500 1073741823
22030 23975 1073741823
5717 14607 1073741823
11179 17552 1073741823
16837 23849 1073741823
24573 26935 1073741823
22020 28845 1073741823
2891 22106 1073741823
11940 20293 1073741823
28643 28678 1073741823
1620 21489 1073741823
28846 28851 1073741823
3071 8536 1073741823
22023 22950 1073741823
23139 24257 1073741823
21709 24884 1073741823
27557 28275 1073741823
2999 6588 1073741823
22355 23404 1073741823
27368 28571 1073741823
3017 27355 1073741823
14788 22480 1073741823
8872 14136 1073741823
12033 24788 1073741823
22916 27095 1073741823
20225 20592 1073741823
733 3118 1073741823
1119 11209 1073741823
849 28097 1073741823
9928 23765 1073741823
12047 25483 1073741823
25612 29998 1073741823
7055 8005 1073741823
16244 24192 1073741823
14721 25309 1073741823
6999 24197 1073741823
19203 22115 1073741823
232 707 1073741823
2582 2855 1073741823
6738 9914 1073741823
4947 5229 1073741823
4871 5203 1073741823
26842 28880 1073741823
21076 24260 1073741823
8588 18370 1073741823
17466 28649 1073741823
6266 27418 1073741823
9337 14063 1073741823
12444 22101 1073741823
2749 5854 1073741823
199 23235 1073741823
24605 26837 1073741823
1705 20929 1073741823
21778 25184 1073741823
26935 27010 1073741823
20837 27945 1073741823
16761 25490 1073741823
3228 19655 1073741823
17251 29275 1073741823
24503 28211 1073741823
21783 22185 1073741823
20485 23883 1073741823
1418 14236 1073741823
15420 26398 1073741823
16949 20119 1073741823
24521 29252 1073741823
5389 27881 1073741823
8293 9909 1073741823
2436 9860 1073741823
23017 27423 1073741823
16625 21175 1073741823
7267 12599 1073741823
11614 25912 1073741823
4201 25356 1073741823
19552 20787 1073741823
125 29551 1073741823
28764 29713 1073741823
28626 28734 1073741823
2344 17217 1073741823
5502 25233 1073741823
19392 25378 1073741823
129 3860 1073741823
571 8576 1073741823
1877 25436 1073741823
6141 27615 1073741823
14102 20281 1073741823
13869 20029 1073741823
1907 5948 1073741823
1130 3063 1073741823
485 20641 1073741823
25017 28083 1073741823
8544 21215 1073741823
10690 20313 1073741823
19785 26893 1073741823
23101 28512 1073741823
24167 27895 1073741823
11431 17217 1073741823
23628 24988 1073741823
777 17286 1073741823
1045 2721 1073741823
28698 29250 1073741823
6208 12749 1073741823
4564 22327 1073741823
25278 28425 1073741823
22533 26214 1073741823
7497 23495 1073741823
1367 19884 1073741823
13304 21910 1073741823
7089 16900 1073741823
5649 8267 1073741823
21423 21941 1073741823
2334 16895 1073741823
10320 28183 1073741823
12867 13551 1073741823
19183 22071 1073741823
18894 22069 1073741823
4981 29475 1073741823
11536 20763 1073741823
16588 16995 1073741823
17004 22834 1073741823
7575 7966 1073741823
25517 29211 1073741823
23840 25431 1073741823
17052 26228 1073741823
17553 21087 1073741823
1699 24806 1073741823
29800 29807 1073741823
19404 27637 1073741823
26149 27037 1073741823
6717 16806 1073741823
29253 29481 1073741823
20392 21056 1073741823
29300 29352 1073741823
10541 12363 1073741823
21503 27174 1073741823
2420 2606 1073741823
11912 17249 1073741823
12008 19902 1073741823
13053 29123 1073741823
9845 29481 1073741823
1739 19144 1073741823
13366 24771 1073741823
24398 28986 1073741823
8344 15902 1073741823
29068 29944 1073741823
15075 23641 1073741823
2596 6136 1073741823
20682 29860 1073741823
24961 25232 1073741823
17473 23240 1073741823
83 26495 1073741823
13198 24059 1073741823
18496 25034 1073741823
26531 28481 1073741823
29910 29919 1073741823
1915 27701 1073741823
10437 20034 1073741823
947 6627 1073741823
23371 26487 1073741823
17835 24008 1073741823
14831 29401 1073741823
16093 23633 1073741823
21106 22031 1073741823
19549 23468 1073741823
6403 13111 1073741823
14833 28708 1073741823
7858 23812 1073741823
16723 19562 1073741823
3111 13814 1073741823
1365 11290 1073741823
13460 15966 1073741823
9829 16395 1073741823
21736 28289 1073741823
1921 17092 1073741823
21318 24491 1073741823
15660 23095 1073741823
4789 9336 1073741823
21714 26235 1073741823
12057 17563 1073741823
1416 22876 1073741823
13666 20197 1073741823
18919 19014 1073741823
11267 28901 1073741823
19483 23922 1073741823
2677 22804 1073741823
22583 27025 1073741823
10269 22886 1073741823
18635 20784 1073741823
6556 18803 1073741823
8633 22915 1073741823
22054 25964 1073741823
19780 29672 1073741823
13126 26305 1073741823
12138 21702 1073741823
10239 10342 1073741823
884 9163 1073741823
14085 27066 1073741823
14283 14338 1073741823
18734 21839 1073741823
15373 26944 1073741823
3107 9428 1073741823
48 9185 1073741823
10587 14034 1073741823
19719 19959 1073741823
26954 28589 1073741823
3379 26622 1073741823
5845 6560 1073741823
27 2294 1073741823
14090 25789 1073741823
1358 19964 1073741823
26894 29665 1073741823
4424 17576 1073741823
598 22015 1073741823
19268 26255 1073741823
15130 27235 1073741823
15698 25329 1073741823
2519 18853 1073741823
19113 23437 1073741823
13877 21553 1073741823
24638 28555 1073741823
6744 14704 1073741823
5014 6476 1073741823
27706 29870 1073741823
9176 17608 1073741823
7529 8777 1073741823
4390 15755 1073741823
16940 25693 1073741823
15917 20380 1073741823
24508 26574 1073741823
20475 27082 1073741823
27313 29711 1073741823
16401 24264 1073741823
2491 22905 1073741823
21690 28772 1073741823
28818 29982 1073741823
29595 29936 1073741823
26416 27868 1073741823
650 5867 1073741823
20797 27081 1073741823
19108 26907 1073741823
18891 28331 1073741823
4505 17955 1073741823
10051 14521 1073741823
23883 28810 1073741823
1647 28786 1073741823
5528 16800 1073741823
25818 29457 1073741823
835 22635 1073741823
16805 27118 1073741823
5178 22649 1073741823
7772 24263 1073741823
15427 17754 1073741823
28216 29845 1073741823
11193 14526 1073741823
25798 29654 1073741823
19110 24153 1073741823
920 5703 1073741823
18768 22162 1073741823
12346 25196 1073741823
1481 5818 1073741823
26215 28664 1073741823
28610 29688 1073741823
23165 28372 1073741823
24224 24344 1073741823
8239 18532 1073741823
3538 7721 1073741823
10618 11358 1073741823
13153 23942 1073741823
12762 14973 1073741823
25800 29334 1073741823
27069 28078 1073741823
15879 22885 1073741823
264 16513 1073741823
2499 4094 1073741823
6393 21217 1073741823
4816 21044 1073741823
5245 22301 1073741823
13857 17769 1073741823
8323 20533 1073741823
11967 15089 1073741823
704 22799 1073741823
18985 28825 1073741823
8148 18365 1073741823
5659 25785 1073741823
6269 17170 1073741823
1890 22665 1073741823
18186 27031 1073741823
750 3574 1073741823
12563 24775 1073741823
2041 25552 1073741823
16744 20644 1073741823
9095 19169 1073741823
24135 27844 1073741823
17502 19134 1073741823
12242 17881 1073741823
26873 29852 1073741823
10943 14873 1073741823
21992 22138 1073741823
13138 27923 1073741823
26009 26890 1073741823
27784 28441 1073741823
28973 29613 1073741823
1942 13579 1073741823
15236 16103 1073741823
10129 20339 1073741823
4762 7684 1073741823
11631 25305 1073741823
6935 20339 1073741823
46 17390 1073741823
1265 13847 1073741823
9555 27481 1073741823
20853 23870 1073741823
15766 24092 1073741823
16822 20091 1073741823
14812 21821 1073741823
26372 26641 1073741823
23653 27781 1073741823
977 8134 1073741823
23111 24416 1073741823
19952 20766 1073741823
12571 19285 1073741823
4591 4973 1073741823
1270 2564 1073741823
8359 15512 1073741823
6811 28048 1073741823
15121 16309 1073741823
16878 24292 1073741823
28764 28969 1073741823
17580 18576 1073741823
8764 20302 1073741823
11610 24168 1073741823
9092 17324 1073741823
1355 7412 1073741823
9463 17583 1073741823
4614 25006 1073741823
25691 29414 1073741823
2327 9500 1073741823
20944 26411 1073741823
5093 12115 1073741823
8032 11693 1073741823
12788 17816 1073741823
28375 29464 1073741823
27276 27656 1073741823
4565 5023 1073741823
11625 24990 1073741823
4129 18337 1073741823
11188 15046 1073741823
26688 28882 1073741823
15666 19346 1073741823
15943 21497 1073741823
9660 19953 1073741823
27885 29626 1073741823
20207 29396 1073741823
11492 18613 1073741823
18980 24314 1073741823
18026 25697 1073741823
11938 21670 1073741823
283 16128 1073741823
10259 16608 1073741823
17929 28518 1073741823
18741 19425 1073741823
10254 20739 1073741823
418 19628 1073741823
18017 21084 1073741823
2498 6651 1073741823
15720 27100 1073741823
12367 21183 1073741823
6605 23048 1073741823
1545 2085 1073741823
468 674 1073741823
15259 18677 1073741823
2284 6755 1073741823
23822 23926 1073741823
24964 25737 1073741823
10093 13804 1073741823
24863 27055 1073741823
19832 20011 1073741823
2731 12684 1073741823
29852 29855 1073741823
4878 6101 1073741823
2291 25331 1073741823
5123 15006 1073741823
28841 29329 1073741823
24868 29700 1073741823
5583 7725 1073741823
13127 23929 1073741823
8243 18704 1073741823
7694 10817 1073741823
28063 28184 1073741823
954 28190 1073741823
14720 15691 1073741823
1552 24667 1073741823
21402 25164 1073741823
23711 23976 1073741823
12027 22768 1073741823
26480 28185 1073741823
23853 29085 1073741823
14271 21396 1073741823
18864 23779 1073741823
2025 26093 1073741823
18855 26130 1073741823
10214 29754 1073741823
21458 24998 1073741823
250 17173 1073741823
29884 29897 1073741823
24422 29886 1073741823
21302 24556 1073741823
28820 29565 1073741823
22787 24493 1073741823
18067 25017 1073741823
21461 21818 1073741823
8367 16707 1073741823
8825 18158 1073741823
8773 17994 1073741823
16974 27467 1073741823
27605 28032 1073741823
20731 28979 1073741823
19033 26300 1073741823
22113 23350 1073741823
28885 29711 1073741823
27343 29434 1073741823
28720 29328 1073741823
3445 9637 1073741823
24898 26664 1073741823
16156 25270 1073741823
29998 30000 1073741823
13588 25892 1073741823
24562 26342 1073741823
14445 19232 1073741823
20796 26700 1073741823
1386 25975 1073741823
28544 29005 1073741823
16178 27175 1073741823
2375 3148 1073741823
19401 28946 1073741823
28874 29799 1073741823
11327 18081 1073741823
13759 17934 1073741823
9511 26820 1073741823
12659 19053 1073741823
19275 19873 1073741823
6425 11690 1073741823
18590 25614 1073741823
2657 4716 1073741823
28018 29754 1073741823
17997 22394 1073741823
25067 26063 1073741823
3649 28466 1073741823
2996 3725 1073741823
22361 25298 1073741823
1728 26029 1073741823
18430 20765 1073741823
1092 22402 1073741823
13244 29141 1073741823
1539 22079 1073741823
2382 26442 1073741823
9977 15255 1073741823
26363 29715 1073741823
10333 23331 1073741823
18726 20021 1073741823
29681 29774 1073741823
1824 15628 1073741823
19131 24664 1073741823
4672 27433 1073741823
4585 18894 1073741823
11062 14875 1073741823
21184 23887 1073741823
412 2772 1073741823
422 9593 1073741823
29134 29587 1073741823
5249 25558 1073741823
21756 22224 1073741823
24463 28971 1073741823
6013 27358 1073741823
4663 20307 1073741823
2406 4516 1073741823
25168 26595 1073741823
7516 21570 1073741823
22209 28415 1073741823
2470 28308 1073741823
4409 29464 1073741823
2646 4482 1073741823
24608 28836 1073741823
27850 29081 1073741823
11469 16309 1073741823
1646 7229 1073741823
6649 9457 1073741823
17572 19582 1073741823
26227 27196 1073741823
26439 29786 1073741823
26646 27894 1073741823
1820 24668 1073741823
13049 18107 1073741823
5801 8461 1073741823
16613 16881 1073741823
18075 29985 1073741823
11532 25501 1073741823
21235 27418 1073741823
22519 24877 1073741823
7344 27661 1073741823
1985 5528 1073741823
24787 26682 1073741823
22659 27963 1073741823
19567 24455 1073741823
4367 29124 1073741823
5888 28374 1073741823
12257 12694 1073741823
5885 25678 1073741823
17490 28570 1073741823
1201 15286 1073741823
26639 29298 1073741823
24390 29313 1073741823
27850 29114 1073741823
10275 12983 1073741823
4655 15274 1073741823
26744 29083 1073741823
22554 25552 1073741823
13590 14014 1073741823
16647 24872 1073741823
9349 17079 1073741823
6346 22233 1073741823
27472 29101 1073741823
4992 22395 1073741823
4772 22376 1073741823
22725 28535 1073741823
2025 2082 1073741823
20263 20352 1073741823
11728 21092 1073741823
15323 23997 1073741823
1470 2431 1073741823
2735 20637 1073741823
27463 29298 1073741823
21056 21340 1073741823
4111 5973 1073741823
26733 26924 1073741823
18701 22974 1073741823
6923 22304 1073741823
11489 18113 1073741823
24794 29824 1073741823
27751 29659 1073741823
5816 10185 1073741823
6540 12572 1073741823
7445 14260 1073741823
20576 21416 1073741823
27047 27315 1073741823
317 10031 1073741823
24927 25082 1073741823
1096 26995 1073741823
3739 4738 1073741823
3429 18329 1073741823
1949 23658 1073741823
1279 8350 1073741823
6460 13268 1073741823
10328 14719 1073741823
2521 18219 1073741823
25966 27037 1073741823
2197 5283 1073741823
640 18067 1073741823
7361 29402 1073741823
10527 16498 1073741823
10647 16920 1073741823
2264 28169 1073741823
23079 26932 1073741823
22176 28436 1073741823
2451 2861 1073741823
19649 26640 1073741823
1615 21495 1073741823
15381 21887 1073741823
916 24788 1073741823
11872 23103 1073741823
9316 13787 1073741823
738 23454 1073741823
7363 15924 1073741823
14637 15858 1073741823
15636 24792 1073741823
24117 26370 1073741823
4881 17447 1073741823
20390 21408 1073741823
23791 24371 1073741823
18810 27118 1073741823
9105 9548 1073741823
29130 29372 1073741823
17660 18056 1073741823
22244 23197 1073741823
779 14081 1073741823
5023 15473 1073741823
27235 29564 1073741823
3563 8622 1073741823
9642 14312 1073741823
940 16487 1073741823
4340 21498 1073741823
22985 24932 1073741823
8574 28918 1073741823
24959 25006 1073741823
111 26583 1073741823
2044 5854 1073741823
8443 13617 1073741823
9257 26877 1073741823
2298 19447 1073741823
22215 27940 1073741823
25977 26679 1073741823
12477 13790 1073741823
14783 29145 1073741823
5040 9614 1073741823
22962 25403 1073741823
213 23492 1073741823
20298 22664 1073741823
18947 21855 1073741823
13383 13414 1073741823
22797 25206 1073741823
21535 26901 1073741823
334 3327 1073741823
10811 10935 1073741823
3973 16658 1073741823
4194 18025 1073741823
3044 23105 1073741823
12662 21061 1073741823
25187 25438 1073741823
5214 7661 1073741823
25946 29849 1073741823
21315 21608 1073741823
24143 25338 1073741823
21247 25555 1073741823
8460 17649 1073741823
3794 27235 1073741823
21749 26002 1073741823
19543 23099 1073741823
26777 27672 1073741823
19383 28142 1073741823
25479 29213 1073741823
18461 23671 1073741823
2659 4824 1073741823
23658 25414 1073741823
2361 28760 1073741823
8233 19433 1073741823
6160 25692 1073741823
4293 9756 1073741823
19907 29848 1073741823
6905 23062 1073741823
5388 7555 1073741823
22665 26641 1073741823
690 27901 1073741823
22064 23611 1073741823
13573 14815 1073741823
169 26613 1073741823
21463 29209 1073741823
16658 22577 1073741823
10861 15318 1073741823
16317 16594 1073741823
2534 24028 1073741823
9992 14803 1073741823
1275 9965 1073741823
29856 29988 1073741823
1240 12873 1073741823
18978 23705 1073741823
8234 22114 1073741823
7379 9080 1073741823
26746 29216 1073741823
3472 21359 1073741823
8633 19453 1073741823
2008 17747 1073741823
6172 14801 1073741823
12328 18204 1073741823
2090 7480 1073741823
6359 19164 1073741823
19731 22689 1073741823
5860 14348 1073741823
18755 21783 1073741823
17724 24846 1073741823
15671 18496 1073741823
10081 25934 1073741823
143 29391 1073741823
19223 23973 1073741823
20837 22883 1073741823
12897 25393 1073741823
11742 13690 1073741823
6571 13621 1073741823
27646 29352 1073741823
28233 28767 1073741823
961 13920 1073741823
2336 8532 1073741823
16231 29069 1073741823
419 29484 1073741823
17935 20563 1073741823
11522 17823 1073741823
13447 27101 1073741823
7581 15670 1073741823
14435 28319 1073741823
14015 17844 1073741823
24908 29311 1073741823
10377 27170 1073741823
7323 14192 1073741823
26668 29525 1073741823
3879 9625 1073741823
812 1359 1073741823
16730 16916 1073741823
5633 12207 1073741823
20875 25864 1073741823
7471 21160 1073741823
8327 27272 1073741823
14936 23667 1073741823
11377 19938 1073741823
15296 22562 1073741823
3533 23938 1073741823
5938 12858 1073741823
19159 28515 1073741823
706 15060 1073741823
29977 29985 1073741823
26866 26918 1073741823
17724 17851 1073741823
28488 29404 1073741823
10527 18193 1073741823
10464 24746 1073741823
758 15909 1073741823
17262 28472 1073741823
16853 27129 1073741823
24487 26163 1073741823
27293 29798 1073741823
13489 23572 1073741823
2805 19239 1073741823
2008 3391 1073741823
17581 25227 1073741823
19586 28278 1073741823
639 22282 1073741823
101 102 1073741823
21992 23650 1073741823
6135 12759 1073741823
26422 29725 1073741823
3878 7143 1073741823
11233 22014 1073741823
29258 29651 1073741823
22302 29249 1073741823
29528 29919 1073741823
14514 19070 1073741823
24408 25388 1073741823
2260 17935 1073741823
2073 9728 1073741823
2423 22714 1073741823
243 9366 1073741823
21494 27441 1073741823
445 10220 1073741823
3281 11760 1073741823
23376 29601 1073741823
27591 28806 1073741823
1292 2199 1073741823
26980 29681 1073741823
19370 21226 1073741823
20877 23410 1073741823
12241 15752 1073741823
25689 29120 1073741823
13981 22338 1073741823
1010 13386 1073741823
1581 1903 1073741823
22492 28696 1073741823
26812 27026 1073741823
15526 20106 1073741823
962 8477 1073741823
14751 17360 1073741823
17979 22104 1073741823
27387 28076 1073741823
2648 7023 1073741823
12630 21047 1073741823
5493 9956 1073741823
26183 29116 1073741823
13180 18233 1073741823
16185 20381 1073741823
22888 23484 1073741823
21110 26317 1073741823
10508 23727 1073741823
29317 29614 1073741823
15412 17607 1073741823
21430 25407 1073741823
5852 24563 1073741823
12283 17090 1073741823
2464 5813 1073741823
23801 26877 1073741823
6260 16940 1073741823
2143 26845 1073741823
14741 19063 1073741823
3703 22570 1073741823
192 21506 1073741823
7931 21113 1073741823
2721 7870 1073741823
9257 18201 1073741823
15502 16981 1073741823
8217 9904 1073741823
11381 11832 1073741823
29775 29786 1073741823
17683 20739 1073741823
18317 23836 1073741823
1335 27530 1073741823
2234 3641 1073741823
8807 14097 1073741823
504 10553 1073741823
17905 25426 1073741823
1859 3403 1073741823
2260 16930 1073741823
23878 26256 1073741823
12592 19394 1073741823
19554 29759 1073741823
17739 28127 1073741823
11073 24238 1073741823
6502 14014 1073741823
15768 17722 1073741823
23551 24623 1073741823
23548 24607 1073741823
4473 20187 1073741823
19958 26025 1073741823
24265 24816 1073741823
2649 15718 1073741823
27761 29092 1073741823
20947 24830 1073741823
130 18657 1073741823
22467 23685 1073741823
22525 27170 1073741823
27978 29409 1073741823
13996 27050 1073741823
25253 25870 1073741823
1775 2538 1073741823
4794 8838 1073741823
6153 24457 1073741823
19696 23286 1073741823
27580 28836 1073741823
4420 16291 1073741823
29441 29584 1073741823
21146 23743 1073741823
765 21663 1073741823
13136 23881 1073741823
5681 11118 1073741823
28697 29302 1073741823
11761 27463 1073741823
27913 28093 1073741823
26647 27123 1073741823
6380 9350 1073741823
7416 25738 1073741823
6876 13566 1073741823
6551 17127 1073741823
2275 12883 1073741823
18969 21679 1073741823
20477 22176 1073741823
26745 29779 1073741823
25745 26610 1073741823
893 4209 1073741823
13538 17262 1073741823
29161 29705 1073741823
3057 22724 1073741823
1522 6694 1073741823
150 16650 1073741823
5365 18096 1073741823
9407 15214 1073741823
10089 10906 1073741823
16679 27365 1073741823
25875 27157 1073741823
22282 25516 1073741823
4472 10601 1073741823
22088 29343 1073741823
11416 26712 1073741823
22761 24034 1073741823
3033 24779 1073741823
9136 21367 1073741823
2578 27026 1073741823
5363 8242 1073741823
22249 25434 1073741823
122 2425 1073741823
23727 25896 1073741823
24773 29969 1073741823
5674 7242 1073741823
13507 17425 1073741823
25315 29032 1073741823
17280 21668 1073741823
19138 26578 1073741823
13390 20463 1073741823
4294 23046 1073741823
19528 29617 1073741823
24057 25053 1073741823
4323 19705 1073741823
6308 17176 1073741823
918 22408 1073741823
15295 15918 1073741823
7900 11366 1073741823
17067 18265 1073741823
11175 17100 1073741823
2036 15515 1073741823
26839 28149 1073741823
24433 28516 1073741823
13083 21982 1073741823
8925 11977 1073741823
15927 24479 1073741823
19051 28935 1073741823
24407 26780 1073741823
24518 26584 1073741823
20898 24194 1073741823
1863 21917 1073741823
10515 11823 1073741823
29530 29648 1073741823
26500 26739 1073741823
11859 15989 1073741823
26636 29629 1073741823
5181 6987 1073741823
5259 8506 1073741823
2851 19513 1073741823
6531 20571 1073741823
27315 28233 1073741823
3114 4745 1073741823
29423 29735 1073741823
14013 26018 1073741823
6950 9438 1073741823
2534 21999 1073741823
19747 20751 1073741823
7041 15839 1073741823
24740 29106 1073741823
2508 6435 1073741823
27406 28236 1073741823
1901 2985 1073741823
14174 16634 1073741823
13064 13254 1073741823
1331 26692 1073741823
28257 29181 1073741823
5931 8265 1073741823
1311 1810 1073741823
1979 3656 1073741823
1522 19257 1073741823
15874 27459 1073741823
311 11765 1073741823
4368 26895 1073741823
18873 27950 1073741823
2692 9008 1073741823
986 20899 1073741823
10307 18473 1073741823
21506 27155 1073741823
26224 27268 1073741823
886 1782 1073741823
9624 16133 1073741823
11613 20017 1073741823
16684 19079 1073741823
10447 14152 1073741823
27189 29139 1073741823
22832 23470 1073741823
6723 10517 1073741823
22716 28396 1073741823
12966 24060 1073741823
12642 12729 1073741823
7137 12166 1073741823
6102 7110 1073741823
1068 8178 1073741823
23778 27778 1073741823
17753 18897 1073741823
2301 2475 1073741823
26921 27603 1073741823
22046 27755 1073741823
9632 11410 1073741823
1698 15115 1073741823
24518 26405 1073741823
397 13459 1073741823
9679 27790 1073741823
2877 22916 1073741823
78 13065 1073741823
21541 24906 1073741823
25509 25769 1073741823
19433 25961 1073741823
21952 27589 1073741823
2533 3644 1073741823
7171 29961 1073741823
2755 3573 1073741823
1408 18408 1073741823
27725 28742 1073741823
9582 17287 1073741823
7039 16823 1073741823
4566 10596 1073741823
10465 13688 1073741823
1376 11440 1073741823
14100 23359 1073741823
11374 23199 1073741823
14250 28737 1073741823
21687 27580 1073741823
27195 29229 1073741823
6359 13634 1073741823
20916 22379 1073741823
22100 24187 1073741823
5107 20108 1073741823
7940 26011 1073741823
609 15704 1073741823
17790 18119 1073741823
29695 29964 1073741823
3534 15681 1073741823
2005 29182 1073741823
22125 27961 1073741823
18790 22080 1073741823
19824 21176 1073741823
26008 28779 1073741823
1535 5955 1073741823
243 10955 1073741823
521 4808 1073741823
12023 13217 1073741823
1078 4807 1073741823
29619 29812 1073741823
15901 16484 1073741823
915 16211 1073741823
11960 15490 1073741823
13690 27257 1073741823
17684 23201 1073741823
23312 23938 1073741823
6989 10954 1073741823
29534 29735 1073741823
23994 25964 1073741823
27544 29786 1073741823
12901 14298 1073741823
25145 25812 1073741823
13502 23945 1073741823
8277 18018 1073741823
22928 28039 1073741823
15659 16347 1073741823
20275 21366 1073741823
8187 21907 1073741823
11780 12262 1073741823
21527 22387 1073741823
3346 7918 1073741823
25403 29792 1073741823
20250 28355 1073741823
10785 23494 1073741823
15286 15661 1073741823
23377 27301 1073741823
14545 28836 1073741823
9271 21110 1073741823
14430 27104 1073741823
10359 19933 1073741823
11849 14045 1073741823
18309 19236 1073741823
8878 12147 1073741823
24688 28151 1073741823
13386 27420 1073741823
2046 6804 1073741823
7983 24415 1073741823
25854 28551 1073741823
7099 11230 1073741823
9946 24524 1073741823
10698 15763 1073741823
19052 21630 1073741823
7211 23506 1073741823
8466 28335 1073741823
801 16967 1073741823
19973 23745 1073741823
2331 2670 1073741823
11750 23358 1073741823
27895 28101 1073741823
23706 24729 1073741823
22130 27984 1073741823
19800 26692 1073741823
6354 7298 1073741823
10496 21104 1073741823
20248 29357 1073741823
26287 29499 1073741823
20064 22083 1073741823
21136 22083 1073741823
859 19348 1073741823
453 3461 1073741823
17407 24531 1073741823
7078 9267 1073741823
27005 29799 1073741823
20344 25710 1073741823
18036 26145 1073741823
12322 24558 1073741823
19812 19858 1073741823
25677 28772 1073741823
1589 3227 1073741823
1722 27900 1073741823
23321 29437 1073741823
10952 12156 1073741823
13279 17422 1073741823
4454 9819 1073741823
14665 18970 1073741823
2054 5494 1073741823
20177 27789 1073741823
8194 13187 1073741823
13255 22519 1073741823
20323 22595 1073741823
11150 13443 1073741823
1408 3506 1073741823
216 13110 1073741823
20740 23436 1073741823
11343 21340 1073741823
11875 14552 1073741823
21926 23275 1073741823
798 1126 1073741823
18607 24985 1073741823
10389 25846 1073741823
11486 20802 1073741823
1341 11053 1073741823
12333 15167 1073741823
28098 29010 1073741823
17681 24896 1073741823
5327 6018 1073741823
1917 20786 1073741823
24555 26017 1073741823
20806 27308 1073741823
23462 28564 1073741823
29944 29976 1073741823
5396 6485 1073741823
887 16406 1073741823
6249 17608 1073741823
24376 27556 1073741823
15814 24066 1073741823
28928 28962 1073741823
14419 25223 1073741823
25468 28971 1073741823
7054 16424 1073741823
10563 19488 1073741823
19171 28996 1073741823
2314 24788 1073741823
1916 22566 1073741823
1031 14894 1073741823
4186 7157 1073741823
712 2104 1073741823
2213 29267 1073741823
8708 13425 1073741823
6208 14799 1073741823
11745 20778 1073741823
1393 19660 1073741823
15512 19492 1073741823
28640 29981 1073741823
18471 25046 1073741823
17421 29800 1073741823
4166 23869 1073741823
24775 25803 1073741823
22683 24485 1073741823
7434 9176 1073741823
22321 26907 1073741823
16201 16965 1073741823
26407 28654 1073741823
26045 27825 1073741823
21413 27682 1073741823
18684 27951 1073741823
20244 23972 1073741823
3277 21906 1073741823
27279 27624 1073741823
4923 4965 1073741823
8596 14994 1073741823
1512 2280 1073741823
19968 25098 1073741823
2468 24618 1073741823
6202 16441 1073741823
20542 24190 1073741823
14254 29093 1073741823
1898 20488 1073741823
6013 7564 1073741823
3332 8336 1073741823
13170 23015 1073741823
16324 21226 1073741823
16697 25849 1073741823
9715 21877 1073741823
1179 24467 1073741823
22669 29048 1073741823
5933 5989 1073741823
967 9780 1073741823
23130 24796 1073741823
15522 18007 1073741823
11646 24877 1073741823
21696 24439 1073741823
13924 24365 1073741823
8310 9372 1073741823
27954 28844 1073741823
25380 29962 1073741823
2900 15798 1073741823
21953 22209 1073741823
26294 27414 1073741823
1674 4734 1073741823
3382 16849 1073741823
14845 25998 1073741823
13401 19900 1073741823
25680 27607 1073741823
20796 27249 1073741823
13544 14886 1073741823
27854 29089 1073741823
25143 26737 1073741823
2109 24652 1073741823
18181 27129 1073741823
9646 16123 1073741823
20674 29858 1073741823
18737 24590 1073741823
10267 12047 1073741823
1524 24303 1073741823
18379 25826 1073741823
27575 27670 1073741823
132 7719 1073741823
26751 29385 1073741823
21038 23192 1073741823
29327 29750 1073741823
29087 29976 1073741823
3732 20148 1073741823
13388 14096 1073741823
1568 9929 1073741823
20590 26386 1073741823
25177 25378 1073741823
17033 19348 1073741823
2499 4526 1073741823
6137 11599 1073741823
18779 26725 1073741823
18381 27395 1073741823
53 18518 1073741823
3545 5762 1073741823
1801 3696 1073741823
1751 19262 1073741823
8761 18705 1073741823
13806 16944 1073741823
12087 12714 1073741823
2726 5226 1073741823
11508 20324 1073741823
24794 25743 1073741823
10396 22264 1073741823
10526 12630 1073741823
25216 28207 1073741823
19075 24416 1073741823
16212 26312 1073741823
15721 17969 1073741823
22938 23403 1073741823
18581 22052 1073741823
18270 29534 1073741823
5252 8582 1073741823
26660 26798 1073741823
2302 29271 1073741823
20255 21040 1073741823
10478 11305 1073741823
7587 14712 1073741823
24688 28537 1073741823
25053 25600 1073741823
1020 23530 1073741823
19906 23495 1073741823
10467 24585 1073741823
23109 25241 1073741823
28231 28563 1073741823
10957 17993 1073741823
12304 25538 1073741823
17638 18816 1073741823
21068 21234 1073741823
28726 29220 1073741823
13814 25836 1073741823
21172 27621 1073741823
22219 28823 1073741823
7444 10535 1073741823
1577 4171 1073741823
23429 26317 1073741823
11097 16095 1073741823
16031 22889 1073741823
24638 29944 1073741823
28823 29732 1073741823
9230 15474 1073741823
19126 25085 1073741823
4721 15670 1073741823
2521 17472 1073741823
28680 29514 1073741823
2649 23465 1073741823
19455 29295 1073741823
605 10635 1073741823
24550 28778 1073741823
5167 11828 1073741823
8636 14610 1073741823
18173 27029 1073741823
15437 26736 1073741823
22273 27275 1073741823
25023 26418 1073741823
15539 22520 1073741823
11367 15881 1073741823
13373 19538 1073741823
481 2766 1073741823
